zipcode,city,state,metro,county,size_rank_zhvi,2017-06,size_rank_zri
3801,Portsmouth,NH,Boston,Rockingham,3601,383300,3954
60510,Batavia,IL,Chicago,Kane,3602,284100,3955
61350,Ottawa,IL,Ottawa,La Salle,3603,113700,#N/A
91763,Montclair,CA,Riverside,San Bernardino,3604,396400,3956
30012,Conyers,GA,Atlanta,Rockdale,3605,106300,3957
53225,Milwaukee,WI,Milwaukee,Milwaukee,3606,107300,3959
60655,Chicago,IL,Chicago,Cook,3607,226600,3960
93004,Ventura,CA,Ventura,Ventura,3608,548800,3961
1880,Wakefield,MA,Boston,Middlesex,3609,503600,3962
20708,Laurel,MD,Washington,Prince Georges,3610,331400,3963
43206,Columbus,OH,Columbus,Franklin,3611,83800,3964
48076,Southfield,MI,Detroit,Oakland,3612,177600,3965
68127,Omaha,NE,Omaha,Douglas,3613,160500,3966
19125,Philadelphia,PA,Philadelphia,Philadelphia,3614,238100,3967
28104,Stallings,NC,Charlotte,Union,3615,296700,3969
92081,Vista,CA,San Diego,San Diego,3616,545500,3970
80005,Arvada,CO,Denver,Jefferson,3617,413400,3971
66215,Lenexa,KS,Kansas City,Johnson,3618,216500,3972
91030,South Pasadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3619,1198200,3973
38135,Bartlett,TN,Memphis,Shelby,3620,170200,3974
3431,Keene,NH,Keene,Cheshire,3621,167500,3975
84115,South Salt Lake,UT,Salt Lake City,Salt Lake,3622,201900,3976
91006,Arcadia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3623,1084100,3978
30345,Statham,GA,Atlanta,Barrow,3624,421100,3979
46202,Indianapolis,IN,Indianapolis,Marion,3625,198500,3980
63028,Festus,MO,St. Louis,Jefferson,3626,146900,3981
83713,Boise,ID,Boise City,Ada,3627,218000,3982
45212,Norwood,OH,Cincinnati,Hamilton,3628,126400,3983
90712,Lakewood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3629,551900,3985
20175,Leesburg,VA,Washington,Loudoun,3630,486000,3986
33706,Saint Pete Beach,FL,Tampa,Pinellas,3631,367900,3987
1605,Worcester,MA,Worcester,Worcester,3632,218000,3989
8520,East Windsor,NJ,Trenton,Mercer,3633,241400,3990
61611,East Peoria,IL,Peoria,Tazewell,3634,123300,#N/A
35173,Trussville,AL,Birmingham,Jefferson,3635,218100,3991
91101,Pasadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3636,514800,3992
46815,Fort Wayne,IN,Fort Wayne,Allen,3637,118800,3993
98271,Marysville,WA,Seattle,Snohomish,3638,317500,3994
31410,Wilmington Island,GA,Savannah,Chatham,3639,238900,3995
37716,Clinton,TN,Knoxville,Anderson,3640,128500,3996
33019,Hollywood,FL,Miami-Fort Lauderdale,Broward,3641,370600,3997
95677,Rocklin,CA,Sacramento,Placer,3642,413900,3998
76240,Gainesville,TX,Gainesville,Cooke,3643,121800,4000
70461,Slidell,LA,New Orleans,Saint Tammany,3644,195100,4001
21771,Mount Airy,MD,Baltimore,Carroll,3645,398700,4002
40258,Pleasure Ridge Park,KY,Louisville/Jefferson County,Jefferson,3646,118000,4004
70805,Baton Rouge,LA,Baton Rouge,East Baton Rouge,3647,89900,4005
8055,Medford,NJ,Philadelphia,Burlington,3648,327600,4006
29169,West Columbia,SC,Columbia,Lexington,3649,123700,4007
48906,Lansing,MI,Lansing,Ingham,3650,87100,4008
93105,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara,3651,1053000,#N/A
6514,Hamden,CT,New Haven,New Haven,3652,164800,4009
95492,Windsor,CA,Santa Rosa,Sonoma,3653,584800,4010
55429,Brooklyn Center,MN,Minneapolis-St Paul,Hennepin,3654,175400,4011
31522,Saint Simons Island,GA,Brunswick,Glynn,3655,344700,4012
75092,Sherman,TX,Sherman,Grayson,3656,163900,4013
80129,Highlands Ranch,CO,Denver,Douglas,3657,433300,4014
33496,Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,3658,368300,4015
48390,Commerce Township,MI,Detroit,Oakland,3659,191200,4016
90605,South Whittier,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3660,475100,4017
11793,Wantagh,NY,New York,Nassau,3661,472300,4019
33629,Tampa,FL,Tampa,Hillsborough,3662,493200,4020
36542,Gulf Shores,AL,Daphne,Baldwin,3663,240100,4021
7013,Clifton,NJ,New York,Passaic,3664,326300,4022
19142,Philadelphia,PA,Philadelphia,Philadelphia,3665,72400,4023
75766,Jacksonville,TX,Jacksonville,Cherokee,3666,81500,4024
38119,Memphis,TN,Memphis,Shelby,3667,166700,4025
47203,Columbus,IN,Columbus,Bartholomew,3668,154300,4026
60636,Chicago,IL,Chicago,Cook,3669,82200,4027
60018,Des Plaines,IL,Chicago,Cook,3670,251000,4028
38122,Memphis,TN,Memphis,Shelby,3671,56600,4030
32233,Atlantic Beach,FL,Jacksonville,Duval,3672,246800,4031
33607,Tampa,FL,Tampa,Hillsborough,3673,152700,4032
91214,Glendale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3674,802100,4033
11003,Elmont,NY,New York,Nassau,3675,414300,4034
40206,Louisville,KY,Louisville/Jefferson County,Jefferson,3676,168300,4035
45356,Piqua,OH,Dayton,Miami,3677,85000,4036
84117,Holladay,UT,Salt Lake City,Salt Lake,3678,323600,4037
48167,Northville Township,MI,Detroit,Wayne,3679,315300,4039
49509,Wyoming,MI,Grand Rapids,Kent,3680,122900,4040
28658,Newton,NC,Hickory,Catawba,3681,99600,4041
60185,West Chicago,IL,Chicago,Du Page,3682,231200,4042
63755,Jackson,MO,Cape Girardeau,Cape Girardeau,3683,169800,4043
91354,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3684,547400,4045
39056,Clinton,MS,Jackson,Hinds,3685,136200,4047
70131,New Orleans,LA,New Orleans,Orleans,3686,162200,4048
1851,Lowell,MA,Boston,Middlesex,3687,273300,4051
88005,Las Cruces,NM,Las Cruces,Dona Ana,3688,140500,4052
85340,Litchfield Park,AZ,Phoenix,Maricopa,3689,283600,4053
20603,Waldorf,MD,Washington,Charles,3690,300000,4054
48092,Warren,MI,Detroit,Macomb,3691,143500,4055
80923,Colorado Springs,CO,Colorado Springs,El Paso,3692,274200,4056
22153,Springfield,VA,Washington,Fairfax,3693,511800,4057
85335,El Mirage,AZ,Phoenix,Maricopa,3694,173200,4058
34691,Holiday,FL,Tampa,Pasco,3695,86500,4059
32778,Tavares,FL,Orlando,Lake,3696,167000,4060
74135,Tulsa,OK,Tulsa,Tulsa,3697,148400,4061
98405,Tacoma,WA,Seattle,Pierce,3698,237000,4062
31794,Tifton,GA,Tifton,Tift,3699,113100,4063
32701,Altamonte Springs,FL,Orlando,Seminole,3700,151700,4064
85024,Phoenix,AZ,Phoenix,Maricopa,3701,269100,4065
95003,Aptos,CA,Santa Cruz,Santa Cruz,3702,853600,4066
13088,Liverpool,NY,Syracuse,Onondaga,3703,125000,4068
11413,New York,NY,New York,Queens,3704,455400,4070
92782,Tustin,CA,Los Angeles-Long Beach-Anaheim,Orange,3705,732300,4071
32308,Tallahassee,FL,Tallahassee,Leon,3706,203900,4072
1906,Saugus,MA,Boston,Essex,3707,394400,4073
31322,Pooler,GA,Savannah,Chatham,3708,176900,4075
33755,Clearwater,FL,Tampa,Pinellas,3709,177700,4076
29909,Okatie,SC,Hilton Head Island,Beaufort,3710,279700,4077
33137,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,3711,328900,4078
47303,Muncie,IN,Muncie,Delaware,3712,69800,4081
7090,Westfield,NJ,New York,Union,3713,726700,4082
74011,Broken Arrow,OK,Tulsa,Tulsa,3714,156600,4084
84058,Orem,UT,Provo,Utah,3715,228400,4085
98665,Hazel Dell North,WA,Portland,Clark,3716,292700,4086
33912,Fort Myers,FL,Fort Myers,Lee,3717,272900,4087
31324,Richmond Hill,GA,Savannah,Bryan,3718,229000,4088
70114,New Orleans,LA,New Orleans,Orleans,3719,124000,4089
97003,Beaverton,OR,Portland,Washington,3720,321000,4090
48316,Shelby Township,MI,Detroit,Macomb,3721,244700,4092
82604,Casper,WY,Casper,Natrona,3722,181200,4093
34974,Okeechobee,FL,Okeechobee,Okeechobee,3723,136100,4094
23222,Richmond,VA,Richmond,Richmond City,3724,123200,4095
30224,Griffin,GA,Atlanta,Spalding,3725,119200,4096
48042,Macomb Township,MI,Detroit,Macomb,3726,268900,4098
2760,North Attleboro,MA,Providence,Bristol,3727,340400,4099
19802,Wilmington,DE,Philadelphia,New Castle,3728,127900,4100
29201,Columbia,SC,Columbia,Richland,3729,146300,4101
33763,Clearwater,FL,Tampa,Pinellas,3730,103100,4103
53210,Milwaukee,WI,Milwaukee,Milwaukee,3731,86900,4105
28081,Kannapolis,NC,Charlotte,Cabarrus,3732,127600,4107
10956,Clarkstown,NY,New York,Rockland,3733,455200,4108
78634,Hutto,TX,Austin,Williamson,3734,192400,4110
48141,Inkster,MI,Detroit,Wayne,3735,40700,4111
6105,Hartford,CT,Hartford,Hartford,3736,132400,4112
30286,Thomaston,GA,Thomaston,Upson,3737,63000,4113
31206,Macon,GA,Macon,Bibb,3738,42600,4115
90404,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3739,895300,4116
97601,Klamath Falls,OR,Klamath Falls,Klamath,3740,144900,4117
29316,Boiling Springs,SC,Spartanburg,Spartanburg,3741,141100,4118
98011,Bothell,WA,Seattle,Snohomish,3742,620700,4119
49036,Coldwater,MI,Coldwater,Branch,3743,110400,4120
30501,Gainesville,GA,Gainesville,Hall,3744,143000,4121
35801,Huntsville,AL,Huntsville,Madison,3745,196900,4122
72223,Little Rock,AR,Little Rock,Pulaski,3746,317300,4123
34982,Fort Pierce,FL,Port St. Lucie,Saint Lucie,3747,129300,4124
46239,Indianapolis,IN,Indianapolis,Marion,3748,139900,4126
84037,Kaysville,UT,Ogden,Davis,3749,308000,4127
43202,Columbus,OH,Columbus,Franklin,3750,233700,4128
14617,Irondequoit,NY,Rochester,Monroe,3751,123900,4129
60559,Westmont,IL,Chicago,Du Page,3752,254700,4130
99654,Tanaina,AK,Anchorage,Matanuska Susitna,3753,238200,4131
85119,Apache Junction,AZ,Phoenix,Pinal,3754,220600,4132
98531,Centralia,WA,Centralia,Lewis,3755,180800,4134
60646,Chicago,IL,Chicago,Cook,3756,402700,4135
95834,Sacramento,CA,Sacramento,Sacramento,3757,335600,4136
92139,San Diego,CA,San Diego,San Diego,3758,425700,4137
33909,Cape Coral,FL,Fort Myers,Lee,3759,174700,4138
95818,Sacramento,CA,Sacramento,Sacramento,3760,532400,4139
85737,Oro Valley,AZ,Tucson,Pima,3761,284100,4140
89142,Las Vegas,NV,Las Vegas,Clark,3762,177100,4141
37355,Manchester,TN,Tullahoma,Coffee,3763,132800,4142
59602,Helena,MT,Helena,Lewis and Clark,3764,240300,4143
7920,Bernards Township,NJ,New York,Somerset,3765,594100,4144
68154,Omaha,NE,Omaha,Douglas,3766,212300,4145
38053,Millington,TN,Memphis,Shelby,3767,118300,4147
76109,Fort Worth,TX,Dallas-Fort Worth,Tarrant,3768,409900,4148
21015,Bel Air,MD,Baltimore,Harford,3769,299600,4149
46628,South Bend,IN,South Bend,Saint Joseph,3770,79600,4150
7631,Englewood,NJ,New York,Bergen,3771,374000,4151
37303,Athens,TN,Athens,McMinn,3772,122200,4152
94402,San Mateo,CA,San Francisco,San Mateo,3773,1753300,4153
23701,Portsmouth,VA,Virginia Beach,Portsmouth City,3774,141200,4154
91803,Alhambra,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3775,624300,4155
38583,Sparta,TN,,White,3776,108300,4156
34476,Ocala,FL,Ocala,Marion,3777,158800,4158
78244,San Antonio,TX,San Antonio,Bexar,3778,138400,4159
7501,Paterson,NJ,New York,Passaic,3779,175800,4160
7701,Red Bank,NJ,New York,Monmouth,3780,385300,4161
98106,Seattle,WA,Seattle,King,3781,454200,4162
43085,Worthington,OH,Columbus,Franklin,3782,259200,4163
76712,Woodway,TX,Waco,McLennan,3783,192200,4164
68137,Omaha,NE,Omaha,Douglas,3784,159500,4165
92673,San Clemente,CA,Los Angeles-Long Beach-Anaheim,Orange,3785,879300,4166
32163,The Villages,FL,The Villages,Sumter,3786,308000,#N/A
98110,Bainbridge Island,WA,Bremerton,Kitsap,3787,764000,4167
55902,Rochester,MN,Rochester,Olmsted,3788,277300,4168
53405,Racine,WI,Racine,Racine,3789,110600,4169
98112,Seattle,WA,Seattle,King,3790,1122000,4170
55318,Chaska,MN,Minneapolis-St Paul,Carver,3791,279300,4171
94609,Oakland,CA,San Francisco,Alameda,3792,906900,4172
39206,Jackson,MS,Jackson,Hinds,3793,65200,4175
94063,Redwood City,CA,San Francisco,San Mateo,3794,924500,4176
60445,Crestwood,IL,Chicago,Cook,3795,135000,4177
60544,Plainfield,IL,Chicago,Will,3796,208000,4178
98037,Lynnwood,WA,Seattle,Snohomish,3797,450400,4179
33913,Fort Myers,FL,Fort Myers,Lee,3798,285200,4180
94545,Hayward,CA,San Francisco,Alameda,3799,600000,4181
43605,Toledo,OH,Toledo,Lucas,3800,38500,4182
16823,Benner Township,PA,State College,Centre,3801,184100,4183
22152,Springfield,VA,Washington,Fairfax,3802,467200,4184
11572,Oceanside,NY,New York,Nassau,3803,476700,4185
32221,Jacksonville,FL,Jacksonville,Duval,3804,159400,4186
49006,Kalamazoo,MI,Kalamazoo,Kalamazoo,3805,127300,4187
78757,Austin,TX,Austin,Travis,3806,394500,4188
10710,Yonkers,NY,New York,Westchester,3807,473600,4190
49048,Comstock Township,MI,Kalamazoo,Kalamazoo,3808,86200,4191
60452,Oak Forest,IL,Chicago,Cook,3809,180100,4192
30533,Dahlonega,GA,,Lumpkin,3810,208900,4193
92653,Laguna Hills,CA,Los Angeles-Long Beach-Anaheim,Orange,3811,745000,4194
18301,East Stroudsburg,PA,East Stroudsburg,Monroe,3812,142400,4195
72206,Little Rock,AR,Little Rock,Pulaski,3813,79700,4196
92284,Yucca Valley,CA,Riverside,San Bernardino,3814,174300,4197
98367,Port Orchard,WA,Bremerton,Kitsap,3815,343600,4198
46236,Lawrence,IN,Indianapolis,Marion,3816,174400,4199
70130,New Orleans,LA,New Orleans,Orleans,3817,411900,4200
2144,Somerville,MA,Boston,Middlesex,3818,742400,4201
60914,Bourbonnais,IL,Kankakee,Kankakee,3819,161700,4202
68046,Papillion,NE,Omaha,Sarpy,3820,222900,4203
98040,Mercer Island,WA,Seattle,King,3821,1410000,4204
66102,Kansas City,KS,Kansas City,Wyandotte,3822,52900,4206
48506,Flint,MI,Flint,Genesee,3823,52800,4207
33325,Davie,FL,Miami-Fort Lauderdale,Broward,3824,356600,4208
44903,Mansfield,OH,Mansfield,Richland,3825,102400,4209
94062,Redwood City,CA,San Francisco,San Mateo,3826,1903100,4210
30296,Riverdale,GA,Atlanta,Clayton,3827,99000,4211
19053,Lower Southampton Township,PA,Philadelphia,Bucks,3828,278300,4212
28786,Waynesville,NC,Asheville,Haywood,3829,163300,4213
40508,Lexington,KY,Lexington,Fayette,3830,90900,4214
46304,Chesterton,IN,Chicago,Porter,3831,176500,4215
85212,Mesa,AZ,Phoenix,Maricopa,3832,282800,4216
35007,Alabaster,AL,Birmingham,Shelby,3833,158300,4217
7039,Livingston,NJ,New York,Essex,3834,578800,4219
76110,Fort Worth,TX,Dallas-Fort Worth,Tarrant,3835,110000,4220
60187,Wheaton,IL,Chicago,Du Page,3836,295300,4221
34202,Bradenton,FL,North Port-Sarasota-Bradenton,Manatee,3837,403900,4222
77067,Houston,TX,Houston,Harris,3838,132300,4223
93552,Palmdale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3839,269900,4224
60827,Riverdale,IL,Chicago,Cook,3840,67600,4225
78132,New Braunfels,TX,San Antonio,Comal,3841,350600,4226
32003,Fleming Island,FL,Jacksonville,Clay,3842,256800,4227
32605,Gainesville,FL,Gainesville,Alachua,3843,173700,4228
89434,Sparks,NV,Reno,Washoe,3844,268600,4229
10598,Yorktown,NY,New York,Westchester,3845,409400,4230
86401,Kingman,AZ,Lake Havasu City,Mohave,3846,126800,4231
98221,Anacortes,WA,Mount Vernon,Skagit,3847,403300,4232
8005,Barnegat Township,NJ,New York,Ocean,3848,237300,4233
98685,Salmon Creek,WA,Portland,Clark,3849,351200,4234
73127,Oklahoma City,OK,Oklahoma City,Oklahoma,3850,113200,4235
76504,Temple,TX,Killeen,Bell,3851,81500,4237
32927,Cocoa,FL,Melbourne,Brevard,3852,156500,4238
91364,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3853,826000,4241
83616,Eagle,ID,Boise City,Ada,3854,355000,4242
55068,Rosemount,MN,Minneapolis-St Paul,Dakota,3855,264500,4243
74008,Bixby,OK,Tulsa,Tulsa,3856,180800,4244
68144,Omaha,NE,Omaha,Douglas,3857,175900,4245
92679,Coto de Caza,CA,Los Angeles-Long Beach-Anaheim,Orange,3858,865700,4246
33563,Plant City,FL,Tampa,Hillsborough,3859,129000,4247
33701,Saint Petersburg,FL,Tampa,Pinellas,3860,334600,4248
33825,Avon Park,FL,Sebring,Highlands,3861,93300,4249
44112,East Cleveland,OH,Cleveland,Cuyahoga,3862,60000,4251
27565,Oxford,NC,Oxford,Granville,3863,127000,4252
35020,Bessemer,AL,Birmingham,Jefferson,3864,49200,4253
94585,Suisun City,CA,Vallejo,Solano,3865,357500,4254
85297,Gilbert,AZ,Phoenix,Maricopa,3866,306900,4256
48340,Pontiac,MI,Detroit,Oakland,3867,60100,4257
48504,Flint,MI,Flint,Genesee,3868,50500,4258
77066,Houston,TX,Houston,Harris,3869,152900,4259
84084,West Jordan,UT,Salt Lake City,Salt Lake,3870,230800,4260
98626,Kelso,WA,Longview,Cowlitz,3871,153400,4261
68005,Bellevue,NE,Omaha,Sarpy,3872,141500,4262
90254,Hermosa Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3873,1478000,4264
98373,South Hill,WA,Seattle,Pierce,3874,301400,4265
48315,Shelby Township,MI,Detroit,Macomb,3875,295700,4266
54902,Oshkosh,WI,Oshkosh,Winnebago,3876,162900,#N/A
32960,Vero Beach,FL,Vero Beach,Indian River,3877,139200,4267
19810,Arden,DE,Philadelphia,New Castle,3878,311200,4270
94124,San Francisco,CA,San Francisco,San Francisco,3879,826500,4271
30143,Jasper,GA,Atlanta,Pickens,3880,170400,4272
6042,Manchester,CT,Hartford,Hartford,3881,167300,4273
20784,New Carrollton,MD,Washington,Prince Georges,3882,258200,4274
6880,Westport,CT,Stamford,Fairfield,3883,1119000,4276
90041,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3884,804400,4277
60091,Wilmette,IL,Chicago,Cook,3885,654300,4278
93703,Fresno,CA,Fresno,Fresno,3886,148200,4279
32223,Jacksonville,FL,Jacksonville,Duval,3887,244100,4280
7026,Garfield,NJ,New York,Bergen,3888,336900,4281
94518,Concord,CA,San Francisco,Contra Costa,3889,639900,4282
95632,Galt,CA,Sacramento,Sacramento,3890,335300,4283
1830,Haverhill,MA,Boston,Essex,3891,295700,4284
22902,Charlottesville,VA,Charlottesville,Albemarle,3892,263200,4285
55449,Blaine,MN,Minneapolis-St Paul,Anoka,3893,305300,4287
71118,Shreveport,LA,Shreveport,Caddo,3894,129300,4288
16506,Millcreek Township,PA,Erie,Erie,3895,164800,4289
34639,Land O Lakes,FL,Tampa,Pasco,3896,233700,4290
16803,Park Forest Village,PA,State College,Centre,3897,279800,#N/A
17315,Weigelstown,PA,York,York,3898,153800,4291
7106,Newark,NJ,New York,Essex,3899,181900,4292
99801,Juneau,AK,Juneau,Juneau,3900,330000,#N/A
95618,Davis,CA,Sacramento,Yolo,3901,630500,4293
13210,Syracuse,NY,Syracuse,Onondaga,3902,132600,4294
98409,Tacoma,WA,Seattle,Pierce,3903,208400,4295
43004,Columbus,OH,Columbus,Franklin,3904,190200,4296
45133,Hillsboro,OH,,Highland,3905,103600,#N/A
33030,Homestead,FL,Miami-Fort Lauderdale,Miami-Dade,3906,195000,4297
64131,Kansas City,MO,Kansas City,Jackson,3907,134100,4298
6410,Cheshire,CT,New Haven,New Haven,3908,290100,4299
76801,Brownwood,TX,Brownwood,Brown,3909,80400,4300
32504,Pensacola,FL,Pensacola,Escambia,3910,148800,4301
21001,Aberdeen,MD,Baltimore,Harford,3911,209100,4302
91351,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3912,462000,4303
11420,New York,NY,New York,Queens,3913,474300,4304
91733,South El Monte,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3914,463500,4305
40222,Hurstbourne,KY,Louisville/Jefferson County,Jefferson,3915,264800,4306
46322,Highland,IN,Chicago,Lake,3916,153600,4307
55427,Golden Valley,MN,Minneapolis-St Paul,Hennepin,3917,246300,4308
94595,Walnut Creek,CA,San Francisco,Contra Costa,3918,594700,4309
76123,Fort Worth,TX,Dallas-Fort Worth,Tarrant,3919,171500,4311
90059,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3920,344000,4312
32169,New Smyrna Beach,FL,Daytona Beach,Volusia,3921,324600,4313
41051,Independence,KY,Cincinnati,Kenton,3922,171100,4314
48093,Warren,MI,Detroit,Macomb,3923,134800,4315
72116,North Little Rock,AR,Little Rock,Pulaski,3924,166200,4318
33174,Fountainbleau,FL,Miami-Fort Lauderdale,Miami-Dade,3925,241200,4319
46250,Indianapolis,IN,Indianapolis,Marion,3926,180600,4320
33830,Bartow,FL,Lakeland,Polk,3927,118200,4321
75232,Dallas,TX,Dallas-Fort Worth,Dallas,3928,133200,4322
45331,Greenville,OH,Greenville,Darke,3929,105000,4323
60051,Lakemoor,IL,Chicago,McHenry,3930,175000,4324
49444,Muskegon Heights,MI,Muskegon,Muskegon,3931,66800,4325
30088,Stone Mountain,GA,Atlanta,Dekalb,3932,110500,4326
44116,Rocky River,OH,Cleveland,Cuyahoga,3933,241700,4327
94603,Oakland,CA,San Francisco,Alameda,3934,374600,4329
30655,Monroe,GA,Atlanta,Walton,3935,145800,4330
76209,Denton,TX,Dallas-Fort Worth,Denton,3936,169700,4331
52403,Cedar Rapids,IA,Cedar Rapids,Linn,3937,133100,4332
80817,Fountain,CO,Colorado Springs,El Paso,3938,224500,4333
45406,Dayton,OH,Dayton,Montgomery,3939,50200,4334
7748,Middletown,NJ,New York,Monmouth,3940,412900,4336
19406,King of Prussia,PA,Philadelphia,Montgomery,3941,291700,4337
34677,Oldsmar,FL,Tampa,Pinellas,3942,218600,4338
1002,Amherst,MA,Springfield,Hampshire,3943,320700,4339
80904,Colorado Springs,CO,Colorado Springs,El Paso,3944,249900,4340
66104,Kansas City,KS,Kansas City,Wyandotte,3945,54100,4341
7010,Cliffside Park,NJ,New York,Bergen,3946,472400,4342
93901,Salinas,CA,Salinas,Monterey,3947,507500,4344
98072,Woodinville,WA,Seattle,King,3948,712600,4345
63052,Imperial,MO,St. Louis,Jefferson,3949,173700,4346
23113,Midlothian,VA,Richmond,Chesterfield,3950,426200,4347
33066,Coconut Creek,FL,Miami-Fort Lauderdale,Broward,3951,117400,4348
2145,Somerville,MA,Boston,Middlesex,3952,529100,4349
2745,New Bedford,MA,Providence,Bristol,3953,235500,4350
46234,Indianapolis,IN,Indianapolis,Marion,3954,143700,4351
29505,Florence,SC,Florence,Florence,3955,137900,#N/A
7719,Wall Township,NJ,New York,Monmouth,3956,398600,4352
3054,Merrimack,NH,Manchester,Hillsborough,3957,271100,4353
38637,Horn Lake,MS,Memphis,DeSoto,3958,83000,4354
43223,Columbus,OH,Columbus,Franklin,3959,70400,4355
34210,Bradenton,FL,North Port-Sarasota-Bradenton,Manatee,3960,175000,4356
53713,Madison,WI,Madison,Dane,3961,190700,4357
20602,Waldorf,MD,Washington,Charles,3962,245700,4358
60002,Antioch,IL,Chicago,Lake,3963,196600,4359
6074,South Windsor,CT,Hartford,Hartford,3964,244500,4360
78238,San Antonio,TX,San Antonio,Bexar,3965,143900,4361
48503,Flint,MI,Flint,Genesee,3966,55500,4362
6830,Greenwich,CT,Stamford,Fairfield,3967,1612600,4364
95824,Sacramento,CA,Sacramento,Sacramento,3968,214200,4366
97838,Hermiston,OR,Hermiston-Pendleton,Umatilla,3969,180900,4367
84601,Provo,UT,Provo,Utah,3970,208400,4368
1109,Springfield,MA,Springfield,Hampden,3971,126800,#N/A
46375,Schererville,IN,Chicago,Lake,3972,221300,4369
61244,East Moline,IL,Davenport,Rock Island,3973,91000,4371
71446,Leesville,LA,Fort Polk South,Vernon,3974,154400,4372
44319,Portage Lakes,OH,Akron,Summit,3975,136500,4373
67218,Wichita,KS,Wichita,Sedgwick,3976,85300,4374
88012,Las Cruces,NM,Las Cruces,Dona Ana,3977,138000,4375
55378,Savage,MN,Minneapolis-St Paul,Scott,3978,297400,4376
28461,Saint James,NC,Myrtle Beach,Brunswick,3979,225900,4377
83714,Garden City,ID,Boise City,Ada,3980,198900,4378
68803,Grand Island,NE,Grand Island,Hall,3981,161500,4380
2478,Belmont,MA,Boston,Middlesex,3982,949200,4381
34275,Nokomis,FL,North Port-Sarasota-Bradenton,Sarasota,3983,321600,4383
53144,Kenosha,WI,Chicago,Kenosha,3984,158400,4384
19018,Upper Darby Township,PA,Philadelphia,Delaware,3985,134800,4385
11414,New York,NY,New York,Queens,3986,555500,4386
38138,Germantown,TN,Memphis,Shelby,3987,271900,4387
53189,Waukesha,WI,Milwaukee,Waukesha,3988,278800,4388
68106,Omaha,NE,Omaha,Douglas,3989,135200,4389
80113,Englewood,CO,Denver,Arapahoe,3990,405900,4391
92236,Coachella,CA,Riverside,Riverside,3991,226100,4392
99577,Anchorage,AK,Anchorage,Anchorage,3992,320700,4393
30720,Dalton,GA,Dalton,Whitfield,3993,135800,4394
11570,Rockville Centre,NY,New York,Nassau,3994,695300,4395
95242,Lodi,CA,Stockton,San Joaquin,3995,358100,4396
12078,Gloversville,NY,Gloversville,Fulton,3996,82000,4397
92602,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,3997,872200,4398
43607,Toledo,OH,Toledo,Lucas,3998,48300,4399
92231,Calexico,CA,El Centro,Imperial,3999,209600,4400
86303,Prescott,AZ,Prescott,Yavapai,4000,319500,4401
38632,Hernando,MS,Memphis,DeSoto,4001,175000,4404
61103,Rockford,IL,Rockford,Winnebago,4002,65900,4405
20152,Chantilly,VA,Washington,Loudoun,4003,517700,4406
37804,Maryville,TN,Knoxville,Blount,4004,147600,4407
99645,Palmer,AK,Anchorage,Matanuska Susitna,4005,246900,4408
33625,Citrus Park,FL,Tampa,Hillsborough,4006,210600,4409
30168,Austell,GA,Atlanta,Cobb,4007,127800,4410
27701,Durham,NC,Durham,Durham,4008,141200,4411
43035,Columbus,OH,Columbus,Franklin,4009,279100,4412
7675,River Vale,NJ,New York,Bergen,4010,551100,4413
22408,Fredericksburg,VA,Washington,Spotsylvania,4011,251800,4414
34769,Saint Cloud,FL,Orlando,Osceola,4012,163000,4415
91042,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,4013,572800,4416
96819,Honolulu,HI,Urban Honolulu,Honolulu,4014,824900,4417
33901,Fort Myers,FL,Fort Myers,Lee,4015,154300,4418
35805,Huntsville,AL,Huntsville,Madison,4016,67100,4419
45241,Sharonville,OH,Cincinnati,Hamilton,4017,217100,#N/A
90810,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,4018,431100,4421
23607,Newport News,VA,Virginia Beach,Newport News City,4019,99900,4422
48329,Waterford,MI,Detroit,Oakland,4020,158600,4424
15202,Bellevue,PA,Pittsburgh,Allegheny,4021,133700,4425
40223,Jeffersontown,KY,Louisville/Jefferson County,Jefferson,4022,248900,4428
